Muestra	Gene	Locus_Tag	Producto	Cobertura
UC01-IgG-neg_S62	tuf	lmo2653	elongation factor Tu	0.616878
UC01-IgG-neg_S62	rplA	lmo0249	50S ribosomal protein L1	0.411936
UC01-IgG-neg_S62	rplB	lmo2629	50S ribosomal protein L2	0.329723
UC01-IgG-neg_S62		lmo1097a	hypothetical protein	0.297980
UC01-IgG-neg_S62		lmo2703	hypothetical protein	0.241270
UC01-IgG-neg_S62	eno	lmo2455	phosphopyruvate hydratase	0.205426
UC01-IgG-neg_S62	tsf	lmo1657	elongation factor Ts	0.142857
UC01-IgG-neg_S62	dnaK	lmo1473	molecular chaperone DnaK	0.125612
UC01-IgG-neg_S62	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.083995
UC01-IgG-neg_S62	glyA	lmo2539	serine hydroxymethyltransferase	0.066989
UC01-IgG-neg_S62	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.061995
UC01-IgG-neg_S62	tpiA	lmo2457	triosephosphate isomerase	0.046481
UC01-IgG-neg_S62		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.043449
UC01-IgG-neg_S62		lmo1081	glucose-1-phosphate thymidyl transferase	0.037037
UC01-IgG-neg_S62	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.032738
UC01-IgG-neg_S62	fus	lmo2654	elongation factor G	0.032614
UC01-IgG-neg_S62	glpK	lmo1538	glycerol kinase	0.022133
UC01-IgG-neg_S62	pflB	lmo1406	pyruvate formate-lyase	0.015702
UC01-IgG-neg_S62	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.007320
UC01-IgG-pos_S63	rpmJ	lmo2609	50S ribosomal protein L36	20.936937
UC01-IgG-pos_S63	tuf	lmo2653	elongation factor Tu	16.331646
UC01-IgG-pos_S63	rplB	lmo2629	50S ribosomal protein L2	10.315283
UC01-IgG-pos_S63	rpsS	lmo2628	30S ribosomal protein S19	8.025362
UC01-IgG-pos_S63	rpsB	lmo1658	30S ribosomal protein S2	7.373494
UC01-IgG-pos_S63	rpmA	lmo1540	50S ribosomal protein L27	5.493055
UC01-IgG-pos_S63	rpsJ	lmo2633	30S ribosomal protein S10	2.993464
UC01-IgG-pos_S63		lmo2703	hypothetical protein	2.955555
UC01-IgG-pos_S63	rplA	lmo0249	50S ribosomal protein L1	2.844250
UC01-IgG-pos_S63		lmo2511	hypothetical protein	2.828877
UC01-IgG-pos_S63	tsf	lmo1657	elongation factor Ts	2.401361
UC01-IgG-pos_S63	atpA	lmo2531	ATP synthase F0F1 subunit alpha	2.371032
UC01-IgG-pos_S63		lmo1391	sugar ABC transporter permease	2.064346
UC01-IgG-pos_S63	rpsH	lmo2618	30S ribosomal protein S8	1.921717
UC01-IgG-pos_S63	dnaK	lmo1473	molecular chaperone DnaK	1.726482
UC01-IgG-pos_S63	fus	lmo2654	elongation factor G	1.684892
UC01-IgG-pos_S63	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.495058
UC01-IgG-pos_S63	pgk	lmo2458	phosphoglycerate kinase	1.056397
UC01-IgG-pos_S63	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.988020
UC01-IgG-pos_S63		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.926680
UC01-IgG-pos_S63	pflB	lmo1406	pyruvate formate-lyase	0.877075
UC01-IgG-pos_S63	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.874650
UC01-IgG-pos_S63	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.864087
UC01-IgG-pos_S63	rpsM	lmo2608	30S ribosomal protein S13	0.856749
UC01-IgG-pos_S63	eno	lmo2455	phosphopyruvate hydratase	0.751938
UC01-IgG-pos_S63		lmo1097a	hypothetical protein	0.636364
UC01-IgG-pos_S63	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.574606
UC01-IgG-pos_S63		lmo1875	ABC transporter ATP-binding protein	0.566667
UC01-IgG-pos_S63	rpsN	lmo2619	30S ribosomal protein S14	0.360656
UC01-IgG-pos_S63	leuS	lmo1660	leucyl-tRNA synthetase	0.351183
UC01-IgG-pos_S63		lmo0107	ABC transporter ATP-binding protein	0.324902
UC01-IgG-pos_S63		lmo1853	heavy metal-transporting ATPase	0.249661
UC01-IgG-pos_S63	rpsP	lmo1797	30S ribosomal protein S16	0.244444
UC01-IgG-pos_S63	rplM	lmo2597	50S ribosomal protein L13	0.206897
UC01-IgG-pos_S63		lmo2159	oxidoreductase	0.134670
UC01-IgG-pos_S63	rpsC	lmo2626	30S ribosomal protein S3	0.134557
UC01-IgG-pos_S63	polC	lmo1320	DNA polymerase III PolC	0.133195
UC01-IgG-pos_S63		lmo2411	hypothetical protein	0.115661
UC01-IgG-pos_S63	pnpA	lmo1331	polynucleotide phosphorylase	0.109728
UC01-IgG-pos_S63	guaA	lmo1096	GMP synthase	0.105534
UC01-IgG-pos_S63	rpsL	lmo2656	30S ribosomal protein S12	0.087591
UC01-IgG-pos_S63	prfC	lmo0988	peptide chain release factor 3	0.086846
UC01-IgG-pos_S63	rplK	lmo0248	50S ribosomal protein L11	0.066194
UC01-IgG-pos_S63	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.063836
UC01-IgG-pos_S63		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.058743
UC01-IgG-pos_S63	ftsH	lmo0220	cell division protein FtsH	0.056922
UC01-IgG-pos_S63	guaB	lmo2758	inosine-monophosphate dehydrogenase	0.050546
UC01-IgG-pos_S63		lmo1106	hypothetical protein	0.037173
UC01-IgG-pos_S63		lmo1027	hypothetical protein	0.036036
UC01-IgG-pos_S63	lysS	lmo0228	lysyl-tRNA synthetase	0.024096
UC01-IgG-pos_S63	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.023317
UC01-IgG-pos_S63	gyrA	lmo0007	DNA gyrase subunit A	0.011876
UC02-IgG-neg_S64	tuf	lmo2653	elongation factor Tu	1.282700
UC02-IgG-neg_S64	rpsJ	lmo2633	30S ribosomal protein S10	0.705882
UC02-IgG-neg_S64	rpmA	lmo1540	50S ribosomal protein L27	0.687500
UC02-IgG-neg_S64	rpsK	lmo2607	30S ribosomal protein S11	0.506460
UC02-IgG-neg_S64	cspL	lmo1364	cold-shock protein	0.434343
UC02-IgG-neg_S64	rplB	lmo2629	50S ribosomal protein L2	0.400722
UC02-IgG-neg_S64	eno	lmo2455	phosphopyruvate hydratase	0.399225
UC02-IgG-neg_S64	rplA	lmo0249	50S ribosomal protein L1	0.334789
UC02-IgG-neg_S64	rpsH	lmo2618	30S ribosomal protein S8	0.328283
UC02-IgG-neg_S64	fus	lmo2654	elongation factor G	0.235492
UC02-IgG-neg_S64	rplK	lmo0248	50S ribosomal protein L11	0.203310
UC02-IgG-neg_S64	rpsB	lmo1658	30S ribosomal protein S2	0.186078
UC02-IgG-neg_S64	pflB	lmo1406	pyruvate formate-lyase	0.149843
UC02-IgG-neg_S64	dnaK	lmo1473	molecular chaperone DnaK	0.142469
UC02-IgG-neg_S64	rplU	lmo1542	50S ribosomal protein L21	0.127451
UC02-IgG-neg_S64	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.093023
UC02-IgG-neg_S64	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.085318
UC02-IgG-neg_S64	rpsL	lmo2656	30S ribosomal protein S12	0.085158
UC02-IgG-neg_S64	pnpA	lmo1331	polynucleotide phosphorylase	0.077916
UC02-IgG-neg_S64	leuS	lmo1660	leucyl-tRNA synthetase	0.070569
UC02-IgG-neg_S64		lmo1391	sugar ABC transporter permease	0.069620
UC02-IgG-neg_S64	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.055462
UC02-IgG-neg_S64	secA	lmo2510	preprotein translocase subunit SecA	0.054958
UC02-IgG-neg_S64	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.051624
UC02-IgG-neg_S64	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.049020
UC02-IgG-neg_S64		lmo1853	heavy metal-transporting ATPase	0.042967
UC02-IgG-neg_S64	prs	lmo0199	ribose-phosphate pyrophosphokinase	0.041929
UC02-IgG-neg_S64		lmo1067	GTP-binding elongation factor	0.034858
UC02-IgG-neg_S64	pgk	lmo2458	phosphoglycerate kinase	0.030303
UC02-IgG-pos_S65	rpmJ	lmo2609	50S ribosomal protein L36	26.558559
UC02-IgG-pos_S65	tuf	lmo2653	elongation factor Tu	24.829536
UC02-IgG-pos_S65	rplB	lmo2629	50S ribosomal protein L2	11.799037
UC02-IgG-pos_S65	rpsS	lmo2628	30S ribosomal protein S19	6.699275
UC02-IgG-pos_S65	rpsB	lmo1658	30S ribosomal protein S2	6.336011
UC02-IgG-pos_S65	rpmA	lmo1540	50S ribosomal protein L27	4.954861
UC02-IgG-pos_S65	rpsJ	lmo2633	30S ribosomal protein S10	4.627451
UC02-IgG-pos_S65	rplA	lmo0249	50S ribosomal protein L1	4.283843
UC02-IgG-pos_S65		lmo2511	hypothetical protein	4.201426
UC02-IgG-pos_S65	fus	lmo2654	elongation factor G	4.130935
UC02-IgG-pos_S65		lmo1097a	hypothetical protein	3.878788
UC02-IgG-pos_S65	atpA	lmo2531	ATP synthase F0F1 subunit alpha	3.527778
UC02-IgG-pos_S65	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	3.166217
UC02-IgG-pos_S65	tsf	lmo1657	elongation factor Ts	2.879819
UC02-IgG-pos_S65	dnaK	lmo1473	molecular chaperone DnaK	2.208265
UC02-IgG-pos_S65	rpsH	lmo2618	30S ribosomal protein S8	1.997475
UC02-IgG-pos_S65		lmo1391	sugar ABC transporter permease	1.968355
UC02-IgG-pos_S65	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.646934
UC02-IgG-pos_S65		lmo2703	hypothetical protein	1.580952
UC02-IgG-pos_S65	rpsN	lmo2619	30S ribosomal protein S14	1.338798
UC02-IgG-pos_S65	pgk	lmo2458	phosphoglycerate kinase	1.218014
UC02-IgG-pos_S65	pflB	lmo1406	pyruvate formate-lyase	1.193809
UC02-IgG-pos_S65	eno	lmo2455	phosphopyruvate hydratase	1.003101
UC02-IgG-pos_S65	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.997199
UC02-IgG-pos_S65		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.858792
UC02-IgG-pos_S65		lmo1875	ABC transporter ATP-binding protein	0.729630
UC02-IgG-pos_S65	rpsM	lmo2608	30S ribosomal protein S13	0.699724
UC02-IgG-pos_S65		lmo2689a	hypothetical protein	0.587302
UC02-IgG-pos_S65	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.551587
UC02-IgG-pos_S65	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.533784
UC02-IgG-pos_S65	rpsL	lmo2656	30S ribosomal protein S12	0.399027
UC02-IgG-pos_S65	rplK	lmo0248	50S ribosomal protein L11	0.328605
UC02-IgG-pos_S65	leuS	lmo1660	leucyl-tRNA synthetase	0.300540
UC02-IgG-pos_S65		lmo1853	heavy metal-transporting ATPase	0.235640
UC02-IgG-pos_S65	pnpA	lmo1331	polynucleotide phosphorylase	0.191794
UC02-IgG-pos_S65	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.178740
UC02-IgG-pos_S65	rplD	lmo2631	50S ribosomal protein L4	0.125604
UC02-IgG-pos_S65		lmo0866	ATP-dependent RNA helicase	0.104487
UC02-IgG-pos_S65	prfC	lmo0988	peptide chain release factor 3	0.090038
UC02-IgG-pos_S65	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.088500
UC02-IgG-pos_S65	tcsA	lmo1388	CD4+ T cell-stimulating antigen, lipoprotein	0.086835
UC02-IgG-pos_S65	polC	lmo1320	DNA polymerase III PolC	0.073638
UC02-IgG-pos_S65		lmo0107	ABC transporter ATP-binding protein	0.073075
UC02-IgG-pos_S65		lmo2848	L-rhamnose isomerase	0.061905
UC02-IgG-pos_S65	ilvC	lmo1986	ketol-acid reductoisomerase	0.059416
UC02-IgG-pos_S65	ftsH	lmo0220	cell division protein FtsH	0.056922
UC02-IgG-pos_S65	lepA	lmo1479	GTP-binding protein LepA	0.048794
UC02-IgG-pos_S65	uvrC	lmo1234	excinuclease ABC subunit C	0.045882
UC02-IgG-pos_S65	nusA	lmo1322	transcription elongation factor NusA	0.043907
UC02-IgG-pos_S65	rplC	lmo2632	50S ribosomal protein L3	0.041467
UC02-IgG-pos_S65	glpK	lmo1538	glycerol kinase	0.040912
UC02-IgG-pos_S65		lmo0607	ABC transporter ATP-binding protein	0.037427
UC02-IgG-pos_S65	rplW	lmo2630	50S ribosomal protein L23	0.035461
UC02-IgG-pos_S65	ftsZ	lmo2032	cell division protein FtsZ	0.029838
UC02-IgG-pos_S65	ileS	lmo2019	isoleucyl-tRNA synthetase	0.015201
UC02-IgG-pos_S65	priA	lmo1824	primosome assembly protein PriA	0.013383
UC03-IgG-neg_S66	tuf	lmo2653	elongation factor Tu	1.042194
UC03-IgG-neg_S66	rpsK	lmo2607	30S ribosomal protein S11	0.333333
UC03-IgG-neg_S66	rplB	lmo2629	50S ribosomal protein L2	0.277978
UC03-IgG-neg_S66		lmo2511	hypothetical protein	0.139037
UC03-IgG-neg_S66		lmo1467	phosphate starvation-induced protein PhoH	0.119122
UC03-IgG-neg_S66		lmo1391	sugar ABC transporter permease	0.098101
UC03-IgG-neg_S66	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.084656
UC03-IgG-neg_S66	fus	lmo2654	elongation factor G	0.070983
UC03-IgG-neg_S66		lmo0261	phospho-beta-glucosidase	0.069273
UC03-IgG-neg_S66	groEL	lmo2068	molecular chaperone GroEL	0.039975
UC03-IgG-neg_S66	aspS	lmo1519	aspartyl-tRNA synthetase	0.026509
UC03-IgG-pos_S67	tuf	lmo2653	elongation factor Tu	22.191561
UC03-IgG-pos_S67	rpmJ	lmo2609	50S ribosomal protein L36	19.396397
UC03-IgG-pos_S67	rplB	lmo2629	50S ribosomal protein L2	15.821901
UC03-IgG-pos_S67	rpsS	lmo2628	30S ribosomal protein S19	9.721014
UC03-IgG-pos_S67	rpsB	lmo1658	30S ribosomal protein S2	6.700134
UC03-IgG-pos_S67	rpmA	lmo1540	50S ribosomal protein L27	5.923611
UC03-IgG-pos_S67	rplA	lmo0249	50S ribosomal protein L1	5.339156
UC03-IgG-pos_S67	fus	lmo2654	elongation factor G	4.362110
UC03-IgG-pos_S67	atpA	lmo2531	ATP synthase F0F1 subunit alpha	2.967592
UC03-IgG-pos_S67		lmo2511	hypothetical protein	2.638146
UC03-IgG-pos_S67	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	2.283019
UC03-IgG-pos_S67		lmo2703	hypothetical protein	2.212699
UC03-IgG-pos_S67		lmo1391	sugar ABC transporter permease	2.183544
UC03-IgG-pos_S67	dnaK	lmo1473	molecular chaperone DnaK	2.156063
UC03-IgG-pos_S67		lmo1097a	hypothetical protein	1.833333
UC03-IgG-pos_S67	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.778717
UC03-IgG-pos_S67	rpsH	lmo2618	30S ribosomal protein S8	1.563131
UC03-IgG-pos_S67	tsf	lmo1657	elongation factor Ts	1.454649
UC03-IgG-pos_S67	rpsN	lmo2619	30S ribosomal protein S14	1.349727
UC03-IgG-pos_S67	rpsJ	lmo2633	30S ribosomal protein S10	1.225490
UC03-IgG-pos_S67	pflB	lmo1406	pyruvate formate-lyase	1.000897
UC03-IgG-pos_S67		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.857434
UC03-IgG-pos_S67	eno	lmo2455	phosphopyruvate hydratase	0.848837
UC03-IgG-pos_S67	pgk	lmo2458	phosphoglycerate kinase	0.787879
UC03-IgG-pos_S67	rpsM	lmo2608	30S ribosomal protein S13	0.721763
UC03-IgG-pos_S67		lmo1875	ABC transporter ATP-binding protein	0.643386
UC03-IgG-pos_S67	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.598739
UC03-IgG-pos_S67	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.474944
UC03-IgG-pos_S67	leuS	lmo1660	leucyl-tRNA synthetase	0.436696
UC03-IgG-pos_S67		lmo0107	ABC transporter ATP-binding protein	0.342889
UC03-IgG-pos_S67		lmo1853	heavy metal-transporting ATPase	0.290819
UC03-IgG-pos_S67	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.240079
UC03-IgG-pos_S67	groEL	lmo2068	molecular chaperone GroEL	0.150676
UC03-IgG-pos_S67	prfC	lmo0988	peptide chain release factor 3	0.131545
UC03-IgG-pos_S67	rplD	lmo2631	50S ribosomal protein L4	0.125604
UC03-IgG-pos_S67		lmo2215	ABC transporter ATP-binding protein	0.125333
UC03-IgG-pos_S67	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.093270
UC03-IgG-pos_S67		lmo2159	oxidoreductase	0.089780
UC03-IgG-pos_S67	rpoD	lmo1454	RNA polymerase sigma factor RpoD	0.089127
UC03-IgG-pos_S67		lmo2411	hypothetical protein	0.057471
UC03-IgG-pos_S67		lmo1067	GTP-binding elongation factor	0.044662
UC03-IgG-pos_S67	polC	lmo1320	DNA polymerase III PolC	0.044552
UC03-IgG-pos_S67	ftsH	lmo0220	cell division protein FtsH	0.043898
UC03-IgG-pos_S67		lmo2848	L-rhamnose isomerase	0.041270
UC03-IgG-pos_S67	rplW	lmo2630	50S ribosomal protein L23	0.035461
UC03-IgG-pos_S67	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.027200
UC03-IgG-pos_S67		lmo1611	aminopeptidase	0.024276
UC03-IgG-pos_S67	glpK	lmo1538	glycerol kinase	0.022133
UC03-IgG-pos_S67	engA	lmo1937	GTP-binding protein EngA	0.019878
UC03-IgG-pos_S67		lmo1027	hypothetical protein	0.018018
UC03-IgG-pos_S67	ileS	lmo2019	isoleucyl-tRNA synthetase	0.010496
UC04-IgG-neg_S68	rpmJ	lmo2609	50S ribosomal protein L36	3.711712
UC04-IgG-neg_S68	tuf	lmo2653	elongation factor Tu	0.624473
UC04-IgG-neg_S68	rplB	lmo2629	50S ribosomal protein L2	0.564380
UC04-IgG-neg_S68	rpsB	lmo1658	30S ribosomal protein S2	0.424364
UC04-IgG-neg_S68	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.373016
UC04-IgG-neg_S68	rpsS	lmo2628	30S ribosomal protein S19	0.362319
UC04-IgG-neg_S68	rpmA	lmo1540	50S ribosomal protein L27	0.343750
UC04-IgG-neg_S68	rpsP	lmo1797	30S ribosomal protein S16	0.340741
UC04-IgG-neg_S68	eno	lmo2455	phosphopyruvate hydratase	0.160465
UC04-IgG-neg_S68	rplA	lmo0249	50S ribosomal protein L1	0.160116
UC04-IgG-neg_S68	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.148696
UC04-IgG-neg_S68	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.115004
UC04-IgG-neg_S68	pgk	lmo2458	phosphoglycerate kinase	0.090909
UC04-IgG-neg_S68		lmo1081	glucose-1-phosphate thymidyl transferase	0.074074
UC04-IgG-neg_S68		lmo1391	sugar ABC transporter permease	0.069620
UC04-IgG-neg_S68	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.068131
UC04-IgG-neg_S68	fus	lmo2654	elongation factor G	0.064748
UC04-IgG-neg_S68	rpoD	lmo1454	RNA polymerase sigma factor RpoD	0.048128
UC04-IgG-neg_S68	tsf	lmo1657	elongation factor Ts	0.047619
UC04-IgG-neg_S68	pnpA	lmo1331	polynucleotide phosphorylase	0.035039
UC04-IgG-neg_S68		lmo1853	heavy metal-transporting ATPase	0.031660
UC04-IgG-neg_S68	proA	lmo1259	gamma-glutamyl phosphate reductase	0.031325
UC04-IgG-neg_S68		lmo0674	hypothetical protein	0.030501
UC04-IgG-neg_S68		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.021724
UC04-IgG-neg_S68	groEL	lmo2068	molecular chaperone GroEL	0.021525
UC04-IgG-neg_S68		lmo1875	ABC transporter ATP-binding protein	0.015344
UC04-IgG-neg_S68	leuS	lmo1660	leucyl-tRNA synthetase	0.010793
UC04-IgG-pos_S69	rpmJ	lmo2609	50S ribosomal protein L36	23.288288
UC04-IgG-pos_S69	tuf	lmo2653	elongation factor Tu	21.244726
UC04-IgG-pos_S69	rplB	lmo2629	50S ribosomal protein L2	10.951865
UC04-IgG-pos_S69	rpsS	lmo2628	30S ribosomal protein S19	7.510870
UC04-IgG-pos_S69	rplA	lmo0249	50S ribosomal protein L1	6.336245
UC04-IgG-pos_S69	rpsB	lmo1658	30S ribosomal protein S2	5.546184
UC04-IgG-pos_S69	fus	lmo2654	elongation factor G	4.383693
UC04-IgG-pos_S69	rpmA	lmo1540	50S ribosomal protein L27	3.868056
UC04-IgG-pos_S69		lmo2511	hypothetical protein	3.461676
UC04-IgG-pos_S69		lmo1097a	hypothetical protein	3.308081
UC04-IgG-pos_S69	dnaK	lmo1473	molecular chaperone DnaK	3.224035
UC04-IgG-pos_S69	atpA	lmo2531	ATP synthase F0F1 subunit alpha	2.847884
UC04-IgG-pos_S69		lmo1391	sugar ABC transporter permease	2.436709
UC04-IgG-pos_S69	tsf	lmo1657	elongation factor Ts	2.267574
UC04-IgG-pos_S69		lmo2703	hypothetical protein	2.225397
UC04-IgG-pos_S69	rpsJ	lmo2633	30S ribosomal protein S10	1.715686
UC04-IgG-pos_S69	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.578576
UC04-IgG-pos_S69	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.460916
UC04-IgG-pos_S69		lmo1978	glucose-6-phosphate 1-dehydrogenase	1.164969
UC04-IgG-pos_S69	pflB	lmo1406	pyruvate formate-lyase	1.028264
UC04-IgG-pos_S69	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	1.009804
UC04-IgG-pos_S69	pgk	lmo2458	phosphoglycerate kinase	0.849327
UC04-IgG-pos_S69	rplK	lmo0248	50S ribosomal protein L11	0.652482
UC04-IgG-pos_S69	rpsH	lmo2618	30S ribosomal protein S8	0.633838
UC04-IgG-pos_S69	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.613176
UC04-IgG-pos_S69	eno	lmo2455	phosphopyruvate hydratase	0.600000
UC04-IgG-pos_S69	rpsM	lmo2608	30S ribosomal protein S13	0.575758
UC04-IgG-pos_S69	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.506944
UC04-IgG-pos_S69		lmo1875	ABC transporter ATP-binding protein	0.459259
UC04-IgG-pos_S69		lmo1853	heavy metal-transporting ATPase	0.409317
UC04-IgG-pos_S69	rpsP	lmo1797	30S ribosomal protein S16	0.340741
UC04-IgG-pos_S69	leuS	lmo1660	leucyl-tRNA synthetase	0.305106
UC04-IgG-pos_S69	pnpA	lmo1331	polynucleotide phosphorylase	0.266943
UC04-IgG-pos_S69		lmo2215	ABC transporter ATP-binding protein	0.228000
UC04-IgG-pos_S69	rpsL	lmo2656	30S ribosomal protein S12	0.201947
UC04-IgG-pos_S69	rplF	lmo2617	50S ribosomal protein L6	0.149813
UC04-IgG-pos_S69	rplD	lmo2631	50S ribosomal protein L4	0.125604
UC04-IgG-pos_S69	rpsK	lmo2607	30S ribosomal protein S11	0.121447
UC04-IgG-pos_S69	rplL	lmo0251	50S ribosomal protein L7/L12	0.113889
UC04-IgG-pos_S69		lmo0369	hypothetical protein	0.105997
UC04-IgG-pos_S69	groES	lmo2069	co-chaperonin GroES	0.102837
UC04-IgG-pos_S69	polC	lmo1320	DNA polymerase III PolC	0.101801
UC04-IgG-pos_S69		lmo2159	oxidoreductase	0.089780
UC04-IgG-pos_S69		lmo0097	PTS mannose transporter subunit IIC	0.088308
UC04-IgG-pos_S69	glpK	lmo1538	glycerol kinase	0.087190
UC04-IgG-pos_S69	clpP	lmo2468	ATP-dependent Clp protease proteolytic subunit	0.082492
UC04-IgG-pos_S69		lmo0866	ATP-dependent RNA helicase	0.078846
