Muestra	Gene	Locus_Tag	Producto	Cobertura
UC04-IgG-pos_S69	argJ	lmo1590	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase	0.062814
UC04-IgG-pos_S69		lmo1081	glucose-1-phosphate thymidyl transferase	0.060185
UC04-IgG-pos_S69	guaB	lmo2758	inosine-monophosphate dehydrogenase	0.050546
UC04-IgG-pos_S69	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.049814
UC04-IgG-pos_S69		lmo2434	glutamate decarboxylase	0.045682
UC04-IgG-pos_S69	prfC	lmo0988	peptide chain release factor 3	0.043423
UC04-IgG-pos_S69	groEL	lmo2068	molecular chaperone GroEL	0.043050
UC04-IgG-pos_S69	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.039134
UC04-IgG-pos_S69	infB	lmo1325	translation initiation factor IF-2	0.034232
UC04-IgG-pos_S69	argS	lmo2561	arginyl-tRNA synthetase	0.033573
UC04-IgG-pos_S69	rplW	lmo2630	50S ribosomal protein L23	0.028369
UC04-IgG-pos_S69	uvrC	lmo1234	excinuclease ABC subunit C	0.021559
UC04-IgG-pos_S69	ileS	lmo2019	isoleucyl-tRNA synthetase	0.020992
UC04-IgG-pos_S69	nifJ	lmo0829	pyruvate-flavodoxin oxidoreductase	0.017558
UC04-IgG-pos_S69		lmo1067	GTP-binding elongation factor	0.016340
UC05-IgG-neg_S70	tuf	lmo2653	elongation factor Tu	1.167933
UC05-IgG-neg_S70	rplB	lmo2629	50S ribosomal protein L2	0.685921
UC05-IgG-neg_S70	rplL	lmo0251	50S ribosomal protein L7/L12	0.683333
UC05-IgG-neg_S70	rpmA	lmo1540	50S ribosomal protein L27	0.545139
UC05-IgG-neg_S70	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.333333
UC05-IgG-neg_S70	rpsK	lmo2607	30S ribosomal protein S11	0.297158
UC05-IgG-neg_S70	rpsB	lmo1658	30S ribosomal protein S2	0.277108
UC05-IgG-neg_S70		lmo1097a	hypothetical protein	0.252525
UC05-IgG-neg_S70		lmo2703	hypothetical protein	0.241270
UC05-IgG-neg_S70	fus	lmo2654	elongation factor G	0.240288
UC05-IgG-neg_S70		lmo0098	PTS mannose transporter subunit IID	0.238724
UC05-IgG-neg_S70	rplA	lmo0249	50S ribosomal protein L1	0.208151
UC05-IgG-neg_S70	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.157939
UC05-IgG-neg_S70	tsf	lmo1657	elongation factor Ts	0.142857
UC05-IgG-neg_S70	prs	lmo0199	ribose-phosphate pyrophosphokinase	0.126834
UC05-IgG-neg_S70		lmo1391	sugar ABC transporter permease	0.069620
UC05-IgG-neg_S70		lmo2511	hypothetical protein	0.069519
UC05-IgG-neg_S70	dnaK	lmo1473	molecular chaperone DnaK	0.067428
UC05-IgG-neg_S70	rplD	lmo2631	50S ribosomal protein L4	0.062802
UC05-IgG-neg_S70	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.056217
UC05-IgG-neg_S70	tpiA	lmo2457	triosephosphate isomerase	0.046481
UC05-IgG-neg_S70	fruA	lmo2335	PTS fructose transporter subunit IIABC	0.037975
UC05-IgG-neg_S70		lmo1067	GTP-binding elongation factor	0.037582
UC05-IgG-neg_S70	ruvB	lmo1532	Holliday junction DNA helicase RuvB	0.034826
UC05-IgG-neg_S70	glyA	lmo2539	serine hydroxymethyltransferase	0.033898
UC05-IgG-neg_S70		lmo1081	glucose-1-phosphate thymidyl transferase	0.030093
UC05-IgG-neg_S70	gyrA	lmo0007	DNA gyrase subunit A	0.028108
UC05-IgG-neg_S70	polC	lmo1320	DNA polymerase III PolC	0.026777
UC05-IgG-neg_S70	leuS	lmo1660	leucyl-tRNA synthetase	0.022001
UC05-IgG-neg_S70		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.021724
UC05-IgG-neg_S70		lmo2848	L-rhamnose isomerase	0.020635
UC05-IgG-neg_S70	rplW	lmo2630	50S ribosomal protein L23	0.010638
UC05-IgG-pos_S71	tuf	lmo2653	elongation factor Tu	17.623629
UC05-IgG-pos_S71	rpmJ	lmo2609	50S ribosomal protein L36	15.216216
UC05-IgG-pos_S71	rplB	lmo2629	50S ribosomal protein L2	9.604092
UC05-IgG-pos_S71	rpsS	lmo2628	30S ribosomal protein S19	6.902174
UC05-IgG-pos_S71	rplA	lmo0249	50S ribosomal protein L1	4.394469
UC05-IgG-pos_S71	rpmA	lmo1540	50S ribosomal protein L27	4.020834
UC05-IgG-pos_S71	rpsB	lmo1658	30S ribosomal protein S2	3.643909
UC05-IgG-pos_S71	atpA	lmo2531	ATP synthase F0F1 subunit alpha	2.884259
UC05-IgG-pos_S71		lmo1097a	hypothetical protein	2.823232
UC05-IgG-pos_S71	fus	lmo2654	elongation factor G	2.780336
UC05-IgG-pos_S71	rpsJ	lmo2633	30S ribosomal protein S10	2.457516
UC05-IgG-pos_S71		lmo1391	sugar ABC transporter permease	2.302743
UC05-IgG-pos_S71		lmo2511	hypothetical protein	2.073084
UC05-IgG-pos_S71	dnaK	lmo1473	molecular chaperone DnaK	1.715606
UC05-IgG-pos_S71	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.685535
UC05-IgG-pos_S71		lmo2703	hypothetical protein	1.650794
UC05-IgG-pos_S71	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.528541
UC05-IgG-pos_S71	tsf	lmo1657	elongation factor Ts	1.213152
UC05-IgG-pos_S71	pgk	lmo2458	phosphoglycerate kinase	0.851010
UC05-IgG-pos_S71	pflB	lmo1406	pyruvate formate-lyase	0.807537
UC05-IgG-pos_S71		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.773931
UC05-IgG-pos_S71	rpsH	lmo2618	30S ribosomal protein S8	0.643939
UC05-IgG-pos_S71	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.567460
UC05-IgG-pos_S71	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.528435
UC05-IgG-pos_S71	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.446078
UC05-IgG-pos_S71	eno	lmo2455	phosphopyruvate hydratase	0.387597
UC05-IgG-pos_S71		lmo1875	ABC transporter ATP-binding protein	0.312169
UC05-IgG-pos_S71	rpsL	lmo2656	30S ribosomal protein S12	0.267640
UC05-IgG-pos_S71		lmo1853	heavy metal-transporting ATPase	0.235188
UC05-IgG-pos_S71	pnpA	lmo1331	polynucleotide phosphorylase	0.229599
UC05-IgG-pos_S71	rplK	lmo0248	50S ribosomal protein L11	0.160756
UC05-IgG-pos_S71		lmo0107	ABC transporter ATP-binding protein	0.144463
UC05-IgG-pos_S71	prfC	lmo0988	peptide chain release factor 3	0.132184
UC05-IgG-pos_S71	rplF	lmo2617	50S ribosomal protein L6	0.129214
UC05-IgG-pos_S71	leuS	lmo1660	leucyl-tRNA synthetase	0.126609
UC05-IgG-pos_S71	rpsM	lmo2608	30S ribosomal protein S13	0.112948
UC05-IgG-pos_S71	rpsQ	lmo2623	30S ribosomal protein S17	0.099617
UC05-IgG-pos_S71	gidB	lmo2802	16S rRNA methyltransferase GidB	0.085434
UC05-IgG-pos_S71	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.080489
UC05-IgG-pos_S71	glpK	lmo1538	glycerol kinase	0.071764
UC05-IgG-pos_S71	rplD	lmo2631	50S ribosomal protein L4	0.062802
UC05-IgG-pos_S71		lmo2848	L-rhamnose isomerase	0.061905
UC05-IgG-pos_S71	infB	lmo1325	translation initiation factor IF-2	0.059050
UC05-IgG-pos_S71		lmo2194	peptide ABC transporter permease	0.058139
UC05-IgG-pos_S71		lmo1027	hypothetical protein	0.057658
UC05-IgG-pos_S71	ftsH	lmo0220	cell division protein FtsH	0.056922
UC05-IgG-pos_S71	polC	lmo1320	DNA polymerase III PolC	0.054478
UC05-IgG-pos_S71		lmo2434	glutamate decarboxylase	0.049251
UC05-IgG-pos_S71	lepA	lmo1479	GTP-binding protein LepA	0.048794
UC05-IgG-pos_S71		lmo2193	peptide ABC transporter ATP-binding protein	0.046555
UC05-IgG-pos_S71	PdhB	lmo1053	pyruvate dehydrogenase subunit E1 beta	0.038974
UC05-IgG-pos_S71		lmo0866	ATP-dependent RNA helicase	0.024359
UC05-IgG-pos_S71	groEL	lmo2068	molecular chaperone GroEL	0.021525
UC05-IgG-pos_S71	rplW	lmo2630	50S ribosomal protein L23	0.017730
UC06-IgG-neg_S72	rpmJ	lmo2609	50S ribosomal protein L36	0.990991
UC06-IgG-neg_S72	rpmA	lmo1540	50S ribosomal protein L27	0.343750
UC06-IgG-neg_S72	rpsH	lmo2618	30S ribosomal protein S8	0.323232
UC06-IgG-neg_S72	fus	lmo2654	elongation factor G	0.175540
UC06-IgG-neg_S72	tuf	lmo2653	elongation factor Tu	0.150211
UC06-IgG-neg_S72	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.080027
UC06-IgG-neg_S72		lmo2511	hypothetical protein	0.069519
UC06-IgG-neg_S72	murA	lmo2526	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.030233
UC06-IgG-neg_S72	carB	lmo1835	carbamoyl-phosphate synthetase	0.021807
UC06-IgG-pos_S73	rpmJ	lmo2609	50S ribosomal protein L36	28.135136
UC06-IgG-pos_S73	tuf	lmo2653	elongation factor Tu	21.865822
UC06-IgG-pos_S73	rplB	lmo2629	50S ribosomal protein L2	12.524669
UC06-IgG-pos_S73	rpsS	lmo2628	30S ribosomal protein S19	6.887681
UC06-IgG-pos_S73	rplA	lmo0249	50S ribosomal protein L1	4.251820
UC06-IgG-pos_S73	fus	lmo2654	elongation factor G	3.994724
UC06-IgG-pos_S73	rpmA	lmo1540	50S ribosomal protein L27	3.972222
UC06-IgG-pos_S73	rpsB	lmo1658	30S ribosomal protein S2	3.212852
UC06-IgG-pos_S73	atpA	lmo2531	ATP synthase F0F1 subunit alpha	2.216270
UC06-IgG-pos_S73		lmo2511	hypothetical protein	2.210339
UC06-IgG-pos_S73	dnaK	lmo1473	molecular chaperone DnaK	2.140837
UC06-IgG-pos_S73	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.778976
UC06-IgG-pos_S73		lmo2703	hypothetical protein	1.628571
UC06-IgG-pos_S73	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.272023
UC06-IgG-pos_S73		lmo1097a	hypothetical protein	1.232323
UC06-IgG-pos_S73	rpsN	lmo2619	30S ribosomal protein S14	1.005464
UC06-IgG-pos_S73	tsf	lmo1657	elongation factor Ts	0.928571
UC06-IgG-pos_S73	rpsJ	lmo2633	30S ribosomal protein S10	0.901961
UC06-IgG-pos_S73		lmo1391	sugar ABC transporter permease	0.893460
UC06-IgG-pos_S73	pflB	lmo1406	pyruvate formate-lyase	0.763571
UC06-IgG-pos_S73	pgk	lmo2458	phosphoglycerate kinase	0.696970
UC06-IgG-pos_S73	rpsM	lmo2608	30S ribosomal protein S13	0.652893
UC06-IgG-pos_S73		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.634759
UC06-IgG-pos_S73	eno	lmo2455	phosphopyruvate hydratase	0.489922
UC06-IgG-pos_S73	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.418067
UC06-IgG-pos_S73	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.343750
UC06-IgG-pos_S73		lmo1875	ABC transporter ATP-binding protein	0.250794
UC06-IgG-pos_S73	leuS	lmo1660	leucyl-tRNA synthetase	0.217518
UC06-IgG-pos_S73		lmo1853	heavy metal-transporting ATPase	0.214383
UC06-IgG-pos_S73	rpsQ	lmo2623	30S ribosomal protein S17	0.199234
UC06-IgG-pos_S73	rplD	lmo2631	50S ribosomal protein L4	0.185185
UC06-IgG-pos_S73	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.161254
UC06-IgG-pos_S73	rplK	lmo0248	50S ribosomal protein L11	0.132388
UC06-IgG-pos_S73	ptsH	lmo1002	phosphocarrier protein HPr	0.125000
UC06-IgG-pos_S73	rpsH	lmo2618	30S ribosomal protein S8	0.118687
UC06-IgG-pos_S73	pnpA	lmo1331	polynucleotide phosphorylase	0.104656
UC06-IgG-pos_S73	rpoD	lmo1454	RNA polymerase sigma factor RpoD	0.089127
UC06-IgG-pos_S73	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.068452
UC06-IgG-pos_S73	groEL	lmo2068	molecular chaperone GroEL	0.064576
UC06-IgG-pos_S73	polC	lmo1320	DNA polymerase III PolC	0.058864
UC06-IgG-pos_S73	glpK	lmo1538	glycerol kinase	0.048960
UC06-IgG-pos_S73		lmo0866	ATP-dependent RNA helicase	0.048718
UC06-IgG-pos_S73	rplW	lmo2630	50S ribosomal protein L23	0.046099
UC06-IgG-pos_S73	prfC	lmo0988	peptide chain release factor 3	0.045338
UC06-IgG-pos_S73	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.045045
UC06-IgG-pos_S73		lmo1067	GTP-binding elongation factor	0.031590
UC06-IgG-pos_S73	ileS	lmo2019	isoleucyl-tRNA synthetase	0.031488
UC06-IgG-pos_S73		lmo2121	maltose phosphorylase	0.027446
UC06-IgG-pos_S73	carB	lmo1835	carbamoyl-phosphate synthetase	0.021807
UC06-IgG-pos_S73		lmo2848	L-rhamnose isomerase	0.020635
UC06-IgG-pos_S73	ffh	lmo1801	signal recognition particle protein Ffh	0.019259
UC07-IgG-neg_S74	rpmJ	lmo2609	50S ribosomal protein L36	0.990991
UC07-IgG-neg_S74	rplB	lmo2629	50S ribosomal protein L2	0.886883
UC07-IgG-neg_S74	tuf	lmo2653	elongation factor Tu	0.855696
UC07-IgG-neg_S74		lmo2703	hypothetical protein	0.330159
UC07-IgG-neg_S74	rpsB	lmo1658	30S ribosomal protein S2	0.127175
UC07-IgG-neg_S74	fus	lmo2654	elongation factor G	0.109353
UC07-IgG-neg_S74	lepA	lmo1479	GTP-binding protein LepA	0.105811
UC07-IgG-neg_S74	fbaA	lmo2556	fructose-1,6-bisphosphate aldolase	0.105634
UC07-IgG-neg_S74	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.101852
UC07-IgG-neg_S74		lmo0866	ATP-dependent RNA helicase	0.080128
UC07-IgG-neg_S74		lmo1106	hypothetical protein	0.067402
UC07-IgG-neg_S74	dnaK	lmo1473	molecular chaperone DnaK	0.063621
UC07-IgG-neg_S74	rplA	lmo0249	50S ribosomal protein L1	0.055313
UC07-IgG-neg_S74	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.046512
UC07-IgG-neg_S74		lmo1431	ABC transporter ATP-binding protein	0.039400
UC07-IgG-neg_S74	eno	lmo2455	phosphopyruvate hydratase	0.034884
UC07-IgG-neg_S74		lmo1067	GTP-binding elongation factor	0.032135
UC07-IgG-neg_S74	polC	lmo1320	DNA polymerase III PolC	0.012235
UC07-IgG-pos_S75	rpmJ	lmo2609	50S ribosomal protein L36	6.819820
UC07-IgG-pos_S75	rplB	lmo2629	50S ribosomal protein L2	3.009627
UC07-IgG-pos_S75	rpmA	lmo1540	50S ribosomal protein L27	1.718750
UC07-IgG-pos_S75	rplA	lmo0249	50S ribosomal protein L1	1.483261
UC07-IgG-pos_S75	tuf	lmo2653	elongation factor Tu	1.392405
UC07-IgG-pos_S75	dnaK	lmo1473	molecular chaperone DnaK	0.973899
UC07-IgG-pos_S75	rpsJ	lmo2633	30S ribosomal protein S10	0.915033
UC07-IgG-pos_S75	fus	lmo2654	elongation factor G	0.756355
UC07-IgG-pos_S75	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.475529
UC07-IgG-pos_S75		lmo2511	hypothetical protein	0.427808
UC07-IgG-pos_S75	rpsS	lmo2628	30S ribosomal protein S19	0.362319
UC07-IgG-pos_S75		lmo1391	sugar ABC transporter permease	0.345992
UC07-IgG-pos_S75	rplK	lmo0248	50S ribosomal protein L11	0.321513
UC07-IgG-pos_S75	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.279774
UC07-IgG-pos_S75		lmo2703	hypothetical protein	0.219048
UC07-IgG-pos_S75	pflB	lmo1406	pyruvate formate-lyase	0.207268
UC07-IgG-pos_S75	rpsB	lmo1658	30S ribosomal protein S2	0.192771
UC07-IgG-pos_S75	tsf	lmo1657	elongation factor Ts	0.142857
UC07-IgG-pos_S75	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.121340
UC07-IgG-pos_S75	pgk	lmo2458	phosphoglycerate kinase	0.090909
UC07-IgG-pos_S75	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.085355
UC07-IgG-pos_S75	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.066527
UC07-IgG-pos_S75		lmo0866	ATP-dependent RNA helicase	0.048718
UC07-IgG-pos_S75		lmo1875	ABC transporter ATP-binding protein	0.046032
UC07-IgG-pos_S75	leuS	lmo1660	leucyl-tRNA synthetase	0.044002
UC07-IgG-pos_S75		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.043449
UC07-IgG-pos_S75	prfC	lmo0988	peptide chain release factor 3	0.043423
UC07-IgG-pos_S75	rpsM	lmo2608	30S ribosomal protein S13	0.041322
UC07-IgG-pos_S75	polC	lmo1320	DNA polymerase III PolC	0.039243
UC07-IgG-pos_S75	ftsH	lmo0220	cell division protein FtsH	0.028461
UC07-IgG-pos_S75		lmo1027	hypothetical protein	0.018018
UC07-IgG-pos_S75		lmo1853	heavy metal-transporting ATPase	0.015830
UC08-IgG-neg_S76	rpmJ	lmo2609	50S ribosomal protein L36	6.306306
UC08-IgG-neg_S76	tuf	lmo2653	elongation factor Tu	1.875106
UC08-IgG-neg_S76	rplA	lmo0249	50S ribosomal protein L1	0.538574
UC08-IgG-neg_S76	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.487667
UC08-IgG-neg_S76	fus	lmo2654	elongation factor G	0.317506
UC08-IgG-neg_S76	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.265212
UC08-IgG-neg_S76		lmo2703	hypothetical protein	0.241270
UC08-IgG-neg_S76	rplB	lmo2629	50S ribosomal protein L2	0.227437
UC08-IgG-neg_S76	rpsM	lmo2608	30S ribosomal protein S13	0.220386
UC08-IgG-neg_S76	pgk	lmo2458	phosphoglycerate kinase	0.181818
UC08-IgG-neg_S76	rpsS	lmo2628	30S ribosomal protein S19	0.181159
UC08-IgG-neg_S76	dnaK	lmo1473	molecular chaperone DnaK	0.151169
UC08-IgG-neg_S76	rpsB	lmo1658	30S ribosomal protein S2	0.139224
UC08-IgG-neg_S76		lmo2511	hypothetical protein	0.139037
UC08-IgG-neg_S76	pflB	lmo1406	pyruvate formate-lyase	0.084791
UC08-IgG-neg_S76	rplE	lmo2620	50S ribosomal protein L5	0.072626
UC08-IgG-neg_S76		lmo1097a	hypothetical protein	0.070707
UC08-IgG-neg_S76	tsf	lmo1657	elongation factor Ts	0.047619
UC08-IgG-neg_S76	eno	lmo2455	phosphopyruvate hydratase	0.046512
UC08-IgG-neg_S76	prfC	lmo0988	peptide chain release factor 3	0.044700
UC08-IgG-neg_S76		lmo1106	hypothetical protein	0.042075
UC08-IgG-neg_S76	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.038579
UC08-IgG-neg_S76	PdhB	lmo1053	pyruvate dehydrogenase subunit E1 beta	0.036923
UC08-IgG-neg_S76		lmo1853	heavy metal-transporting ATPase	0.031660
UC08-IgG-neg_S76		lmo2688	cell division protein FtsW	0.028369
UC08-IgG-neg_S76		lmo1611	aminopeptidase	0.024276
UC08-IgG-neg_S76		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.021724
UC08-IgG-neg_S76	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.021563
UC08-IgG-neg_S76	leuS	lmo1660	leucyl-tRNA synthetase	0.016604
UC08-IgG-neg_S76	lepA	lmo1479	GTP-binding protein LepA	0.015899
UC08-IgG-neg_S76		lmo1875	ABC transporter ATP-binding protein	0.015344
UC08-IgG-neg_S76	ileS	lmo2019	isoleucyl-tRNA synthetase	0.010496
UC08-IgG-pos_S77	rpmJ	lmo2609	50S ribosomal protein L36	31.486486
UC08-IgG-pos_S77	tuf	lmo2653	elongation factor Tu	19.375528
UC08-IgG-pos_S77	rplB	lmo2629	50S ribosomal protein L2	12.638989
UC08-IgG-pos_S77	rpsS	lmo2628	30S ribosomal protein S19	7.173913
UC08-IgG-pos_S77	rpsJ	lmo2633	30S ribosomal protein S10	5.656863
UC08-IgG-pos_S77	rplA	lmo0249	50S ribosomal protein L1	5.452693
UC08-IgG-pos_S77	rpsB	lmo1658	30S ribosomal protein S2	4.057564
UC08-IgG-pos_S77	rpmA	lmo1540	50S ribosomal protein L27	3.951389
UC08-IgG-pos_S77	atpA	lmo2531	ATP synthase F0F1 subunit alpha	3.523809
UC08-IgG-pos_S77	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	3.166217
UC08-IgG-pos_S77		lmo2511	hypothetical protein	3.146167
UC08-IgG-pos_S77	fus	lmo2654	elongation factor G	2.835012
UC08-IgG-pos_S77	dnaK	lmo1473	molecular chaperone DnaK	1.939097
UC08-IgG-pos_S77		lmo1097a	hypothetical protein	1.696970
UC08-IgG-pos_S77		lmo1391	sugar ABC transporter permease	1.652954
UC08-IgG-pos_S77	tsf	lmo1657	elongation factor Ts	1.331066
UC08-IgG-pos_S77		lmo2703	hypothetical protein	1.177778
UC08-IgG-pos_S77	pflB	lmo1406	pyruvate formate-lyase	1.144011
UC08-IgG-pos_S77	rpsH	lmo2618	30S ribosomal protein S8	1.123737
UC08-IgG-pos_S77	pgk	lmo2458	phosphoglycerate kinase	1.122896
UC08-IgG-pos_S77	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.121917
UC08-IgG-pos_S77	rpsP	lmo1797	30S ribosomal protein S16	1.040741
UC08-IgG-pos_S77	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.767507
UC08-IgG-pos_S77	rpsM	lmo2608	30S ribosomal protein S13	0.696970
UC08-IgG-pos_S77	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.636543
UC08-IgG-pos_S77		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.604888
UC08-IgG-pos_S77		lmo2689a	hypothetical protein	0.507937
UC08-IgG-pos_S77	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.457341
UC08-IgG-pos_S77	cspL	lmo1364	cold-shock protein	0.414141
UC08-IgG-pos_S77	rplK	lmo0248	50S ribosomal protein L11	0.397163
UC08-IgG-pos_S77		lmo1875	ABC transporter ATP-binding protein	0.373016
UC08-IgG-pos_S77	rpsK	lmo2607	30S ribosomal protein S11	0.312661
UC08-IgG-pos_S77	leuS	lmo1660	leucyl-tRNA synthetase	0.252387
UC08-IgG-pos_S77		lmo1853	heavy metal-transporting ATPase	0.214835
UC08-IgG-pos_S77		lmo2215	ABC transporter ATP-binding protein	0.142667
UC08-IgG-pos_S77	rplL	lmo0251	50S ribosomal protein L7/L12	0.136111
UC08-IgG-pos_S77	argG	lmo2090	argininosuccinate synthase	0.129538
UC08-IgG-pos_S77	prfC	lmo0988	peptide chain release factor 3	0.128991
UC08-IgG-pos_S77	rplD	lmo2631	50S ribosomal protein L4	0.125604
UC08-IgG-pos_S77	pnpA	lmo1331	polynucleotide phosphorylase	0.111111
UC08-IgG-pos_S77		lmo0866	ATP-dependent RNA helicase	0.107051
UC08-IgG-pos_S77	groES	lmo2069	co-chaperonin GroES	0.102837
UC08-IgG-pos_S77		lmo0107	ABC transporter ATP-binding protein	0.088252
UC08-IgG-pos_S77		lmo2411	hypothetical protein	0.057471
UC08-IgG-pos_S77	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.046635
UC08-IgG-pos_S77		lmo2159	oxidoreductase	0.044890
UC08-IgG-pos_S77	recA	lmo1398	recombinase A	0.042146
UC08-IgG-pos_S77		lmo1027	hypothetical protein	0.039039
UC08-IgG-pos_S77	rplW	lmo2630	50S ribosomal protein L23	0.035461
UC08-IgG-pos_S77	ftsH	lmo0220	cell division protein FtsH	0.028461
