Muestra	Gene	Locus_Tag	Producto	Cobertura
UC12-IgG-pos_S85	groES	lmo2069	co-chaperonin GroES	0.205674
UC12-IgG-pos_S85	leuS	lmo1660	leucyl-tRNA synthetase	0.198423
UC12-IgG-pos_S85	rplD	lmo2631	50S ribosomal protein L4	0.188406
UC12-IgG-pos_S85		lmo1027	hypothetical protein	0.173574
UC12-IgG-pos_S85		lmo1853	heavy metal-transporting ATPase	0.171868
UC12-IgG-pos_S85		lmo2159	oxidoreductase	0.162369
UC12-IgG-pos_S85	rplK	lmo0248	50S ribosomal protein L11	0.156028
UC12-IgG-pos_S85	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.146825
UC12-IgG-pos_S85		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.130346
UC12-IgG-pos_S85		lmo1875	ABC transporter ATP-binding protein	0.121693
UC12-IgG-pos_S85	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.104913
UC12-IgG-pos_S85	pgk	lmo2458	phosphoglycerate kinase	0.090909
UC12-IgG-pos_S85		lmo0866	ATP-dependent RNA helicase	0.089744
UC12-IgG-pos_S85		lmo2215	ABC transporter ATP-binding protein	0.086667
UC12-IgG-pos_S85	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.078547
UC12-IgG-pos_S85		lmo0107	ABC transporter ATP-binding protein	0.073075
UC12-IgG-pos_S85		lmo2848	L-rhamnose isomerase	0.061905
UC12-IgG-pos_S85	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.058123
UC12-IgG-pos_S85		lmo2411	hypothetical protein	0.057471
UC12-IgG-pos_S85	rplW	lmo2630	50S ribosomal protein L23	0.053192
UC12-IgG-pos_S85	parA	lmo2791	partition protein, ParA-like protein	0.044796
UC12-IgG-pos_S85	prfC	lmo0988	peptide chain release factor 3	0.044700
UC12-IgG-pos_S85	rplC	lmo2632	50S ribosomal protein L3	0.041467
UC12-IgG-pos_S85	pnpA	lmo1331	polynucleotide phosphorylase	0.035039
UC12-IgG-pos_S85	ftsH	lmo0220	cell division protein FtsH	0.028461
UC12-IgG-pos_S85	lysS	lmo0228	lysyl-tRNA synthetase	0.024766
UC12-IgG-pos_S85	glpK	lmo1538	glycerol kinase	0.023474
UC12-IgG-pos_S85	polC	lmo1320	DNA polymerase III PolC	0.015928
UC12-IgG-pos_S85	clpE	lmo0997	ATP-dependent protease	0.014273
UC12-IgG-pos_S85	priA	lmo1824	primosome assembly protein PriA	0.013383
UC12-IgG-pos_S85	ileS	lmo2019	isoleucyl-tRNA synthetase	0.010496
UC13-IgG-neg_S86	tuf	lmo2653	elongation factor Tu	1.861603
UC13-IgG-neg_S86	rplB	lmo2629	50S ribosomal protein L2	1.350181
UC13-IgG-neg_S86	rpmJ	lmo2609	50S ribosomal protein L36	0.882883
UC13-IgG-neg_S86	rplA	lmo0249	50S ribosomal protein L1	0.687045
UC13-IgG-neg_S86		lmo2703	hypothetical protein	0.520635
UC13-IgG-neg_S86	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.510218
UC13-IgG-neg_S86	fus	lmo2654	elongation factor G	0.431655
UC13-IgG-neg_S86	rpmA	lmo1540	50S ribosomal protein L27	0.402778
UC13-IgG-neg_S86		lmo1097a	hypothetical protein	0.383838
UC13-IgG-neg_S86	rpsS	lmo2628	30S ribosomal protein S19	0.362319
UC13-IgG-neg_S86	rpsB	lmo1658	30S ribosomal protein S2	0.311914
UC13-IgG-neg_S86	dnaK	lmo1473	molecular chaperone DnaK	0.297988
UC13-IgG-neg_S86	PdhB	lmo1053	pyruvate dehydrogenase subunit E1 beta	0.267692
UC13-IgG-neg_S86	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.256065
UC13-IgG-neg_S86	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.251984
UC13-IgG-neg_S86		lmo1159	carboxysome structural protein	0.219780
UC13-IgG-neg_S86		lmo1391	sugar ABC transporter permease	0.208861
UC13-IgG-neg_S86	rplL	lmo0251	50S ribosomal protein L7/L12	0.188889
UC13-IgG-neg_S86	tsf	lmo1657	elongation factor Ts	0.125850
UC13-IgG-neg_S86	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.124650
UC13-IgG-neg_S86		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.120842
UC13-IgG-neg_S86	rplF	lmo2617	50S ribosomal protein L6	0.116105
UC13-IgG-neg_S86		lmo1875	ABC transporter ATP-binding protein	0.081481
UC13-IgG-neg_S86	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.075169
UC13-IgG-neg_S86		lmo0107	ABC transporter ATP-binding protein	0.073075
UC13-IgG-neg_S86		lmo0733	transcriptional regulator	0.072978
UC13-IgG-neg_S86	pgk	lmo2458	phosphoglycerate kinase	0.060606
UC13-IgG-neg_S86	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.037469
UC13-IgG-neg_S86	ftsH	lmo0220	cell division protein FtsH	0.025567
UC13-IgG-neg_S86	leuS	lmo1660	leucyl-tRNA synthetase	0.021586
UC13-IgG-neg_S86	polC	lmo1320	DNA polymerase III PolC	0.016390
UC13-IgG-neg_S86		lmo1853	heavy metal-transporting ATPase	0.015830
UC13-IgG-pos_S87	rpmJ	lmo2609	50S ribosomal protein L36	36.342342
UC13-IgG-pos_S87	tuf	lmo2653	elongation factor Tu	27.137552
UC13-IgG-pos_S87	rplB	lmo2629	50S ribosomal protein L2	14.963899
UC13-IgG-pos_S87	rpsS	lmo2628	30S ribosomal protein S19	7.235507
UC13-IgG-pos_S87	rplA	lmo0249	50S ribosomal protein L1	7.106259
UC13-IgG-pos_S87	rpmA	lmo1540	50S ribosomal protein L27	6.826389
UC13-IgG-pos_S87	fus	lmo2654	elongation factor G	5.028777
UC13-IgG-pos_S87	rpsB	lmo1658	30S ribosomal protein S2	3.908969
UC13-IgG-pos_S87		lmo2511	hypothetical protein	3.819964
UC13-IgG-pos_S87		lmo1097a	hypothetical protein	3.803030
UC13-IgG-pos_S87	atpA	lmo2531	ATP synthase F0F1 subunit alpha	3.683201
UC13-IgG-pos_S87	rpsJ	lmo2633	30S ribosomal protein S10	3.385621
UC13-IgG-pos_S87	dnaK	lmo1473	molecular chaperone DnaK	3.296901
UC13-IgG-pos_S87	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	2.377358
UC13-IgG-pos_S87		lmo2703	hypothetical protein	2.053968
UC13-IgG-pos_S87	rpsH	lmo2618	30S ribosomal protein S8	1.979798
UC13-IgG-pos_S87		lmo1391	sugar ABC transporter permease	1.813291
UC13-IgG-pos_S87	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.573643
UC13-IgG-pos_S87	tsf	lmo1657	elongation factor Ts	1.467120
UC13-IgG-pos_S87	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	1.406746
UC13-IgG-pos_S87	eno	lmo2455	phosphopyruvate hydratase	1.024806
UC13-IgG-pos_S87	pgk	lmo2458	phosphoglycerate kinase	1.022727
UC13-IgG-pos_S87		lmo1978	glucose-6-phosphate 1-dehydrogenase	1.002037
UC13-IgG-pos_S87	rpsM	lmo2608	30S ribosomal protein S13	0.889807
UC13-IgG-pos_S87		lmo1853	heavy metal-transporting ATPase	0.781999
UC13-IgG-pos_S87	rplK	lmo0248	50S ribosomal protein L11	0.758865
UC13-IgG-pos_S87	pflB	lmo1406	pyruvate formate-lyase	0.654554
UC13-IgG-pos_S87		lmo1875	ABC transporter ATP-binding protein	0.560318
UC13-IgG-pos_S87		lmo2689a	hypothetical protein	0.460317
UC13-IgG-pos_S87	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.443978
UC13-IgG-pos_S87	leuS	lmo1660	leucyl-tRNA synthetase	0.421752
UC13-IgG-pos_S87	rpsN	lmo2619	30S ribosomal protein S14	0.355191
UC13-IgG-pos_S87	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.288093
UC13-IgG-pos_S87	rpsP	lmo1797	30S ribosomal protein S16	0.266667
UC13-IgG-pos_S87	pnpA	lmo1331	polynucleotide phosphorylase	0.258645
UC13-IgG-pos_S87	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.239020
UC13-IgG-pos_S87		lmo0866	ATP-dependent RNA helicase	0.166026
UC13-IgG-pos_S87	groEL	lmo2068	molecular chaperone GroEL	0.162362
UC13-IgG-pos_S87	rplD	lmo2631	50S ribosomal protein L4	0.159420
UC13-IgG-pos_S87		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.127732
UC13-IgG-pos_S87	rplF	lmo2617	50S ribosomal protein L6	0.123595
UC13-IgG-pos_S87	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.115527
UC13-IgG-pos_S87		lmo0097	PTS mannose transporter subunit IIC	0.101990
UC13-IgG-pos_S87	rpsQ	lmo2623	30S ribosomal protein S17	0.099617
UC13-IgG-pos_S87		lmo2215	ABC transporter ATP-binding protein	0.094667
UC13-IgG-pos_S87	rplW	lmo2630	50S ribosomal protein L23	0.067376
UC13-IgG-pos_S87	rplC	lmo2632	50S ribosomal protein L3	0.066986
UC13-IgG-pos_S87		lmo0107	ABC transporter ATP-binding protein	0.065205
UC13-IgG-pos_S87		lmo1535	hypothetical protein	0.060858
UC13-IgG-pos_S87	polC	lmo1320	DNA polymerase III PolC	0.058864
UC13-IgG-pos_S87	tcsA	lmo1388	CD4+ T cell-stimulating antigen, lipoprotein	0.057890
UC13-IgG-pos_S87		lmo2434	glutamate decarboxylase	0.048537
UC13-IgG-pos_S87	uvrC	lmo1234	excinuclease ABC subunit C	0.045882
UC13-IgG-pos_S87		lmo2848	L-rhamnose isomerase	0.042063
UC13-IgG-pos_S87	recA	lmo1398	recombinase A	0.038314
UC13-IgG-pos_S87	ftsH	lmo0220	cell division protein FtsH	0.028461
UC13-IgG-pos_S87		lmo1611	aminopeptidase	0.024276
UC13-IgG-pos_S87	glpK	lmo1538	glycerol kinase	0.022133
UC13-IgG-pos_S87		lmo1027	hypothetical protein	0.018018
UC13-IgG-pos_S87	clpE	lmo0997	ATP-dependent protease	0.011971
UC13-IgG-pos_S87	ileS	lmo2019	isoleucyl-tRNA synthetase	0.010496
UC14-IgG-neg_S88	tuf	lmo2653	elongation factor Tu	1.708017
UC14-IgG-neg_S88	rpmA	lmo1540	50S ribosomal protein L27	0.493056
UC14-IgG-neg_S88	rplB	lmo2629	50S ribosomal protein L2	0.439230
UC14-IgG-neg_S88	ftsH	lmo0220	cell division protein FtsH	0.232996
UC14-IgG-neg_S88	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.198562
UC14-IgG-neg_S88	rpsS	lmo2628	30S ribosomal protein S19	0.181159
UC14-IgG-neg_S88	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.125661
UC14-IgG-neg_S88		lmo2703	hypothetical protein	0.120635
UC14-IgG-neg_S88	dnaK	lmo1473	molecular chaperone DnaK	0.118543
UC14-IgG-neg_S88	tsf	lmo1657	elongation factor Ts	0.113379
UC14-IgG-neg_S88	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.109127
UC14-IgG-neg_S88	rplS	lmo1787	50S ribosomal protein L19	0.105263
UC14-IgG-neg_S88	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.080338
UC14-IgG-neg_S88	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.070728
UC14-IgG-neg_S88		lmo2511	hypothetical protein	0.069519
UC14-IgG-neg_S88	fus	lmo2654	elongation factor G	0.065707
UC14-IgG-neg_S88	pgk	lmo2458	phosphoglycerate kinase	0.058081
UC14-IgG-neg_S88	lepA	lmo1479	GTP-binding protein LepA	0.049342
UC14-IgG-neg_S88	tpiA	lmo2457	triosephosphate isomerase	0.042497
UC14-IgG-neg_S88	secA	lmo2510	preprotein translocase subunit SecA	0.030267
UC14-IgG-neg_S88	pflB	lmo1406	pyruvate formate-lyase	0.026918
UC14-IgG-neg_S88	clpB	lmo2206	Clp protease subunit B	0.026174
UC14-IgG-neg_S88		lmo1106	hypothetical protein	0.022059
UC14-IgG-neg_S88		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.021724
UC14-IgG-neg_S88	fruA	lmo2335	PTS fructose transporter subunit IIABC	0.018987
UC14-IgG-neg_S88		lmo1875	ABC transporter ATP-binding protein	0.015344
UC14-IgG-pos_S89	rpmJ	lmo2609	50S ribosomal protein L36	26.630630
UC14-IgG-pos_S89	tuf	lmo2653	elongation factor Tu	24.094515
UC14-IgG-pos_S89	rplB	lmo2629	50S ribosomal protein L2	12.068592
UC14-IgG-pos_S89	rpmA	lmo1540	50S ribosomal protein L27	9.736111
UC14-IgG-pos_S89	rpsS	lmo2628	30S ribosomal protein S19	8.398551
UC14-IgG-pos_S89	rplA	lmo0249	50S ribosomal protein L1	5.506550
UC14-IgG-pos_S89	fus	lmo2654	elongation factor G	4.217746
UC14-IgG-pos_S89	rpsB	lmo1658	30S ribosomal protein S2	3.773762
UC14-IgG-pos_S89		lmo2511	hypothetical protein	3.156863
UC14-IgG-pos_S89	rpsJ	lmo2633	30S ribosomal protein S10	2.859477
UC14-IgG-pos_S89		lmo1391	sugar ABC transporter permease	2.727848
UC14-IgG-pos_S89		lmo1097a	hypothetical protein	2.606060
UC14-IgG-pos_S89	atpA	lmo2531	ATP synthase F0F1 subunit alpha	2.437831
UC14-IgG-pos_S89		lmo2703	hypothetical protein	2.361905
UC14-IgG-pos_S89	dnaK	lmo1473	molecular chaperone DnaK	2.224035
UC14-IgG-pos_S89	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.852650
UC14-IgG-pos_S89	pgk	lmo2458	phosphoglycerate kinase	1.366162
UC14-IgG-pos_S89	tsf	lmo1657	elongation factor Ts	1.270975
UC14-IgG-pos_S89	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.183228
UC14-IgG-pos_S89	rpsH	lmo2618	30S ribosomal protein S8	1.050505
UC14-IgG-pos_S89		lmo1978	glucose-6-phosphate 1-dehydrogenase	1.040054
UC14-IgG-pos_S89	rplK	lmo0248	50S ribosomal protein L11	0.765957
UC14-IgG-pos_S89	eno	lmo2455	phosphopyruvate hydratase	0.692248
UC14-IgG-pos_S89	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.626050
UC14-IgG-pos_S89		lmo1875	ABC transporter ATP-binding protein	0.594709
UC14-IgG-pos_S89	pflB	lmo1406	pyruvate formate-lyase	0.557201
UC14-IgG-pos_S89	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.474099
UC14-IgG-pos_S89	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.395833
UC14-IgG-pos_S89	rplD	lmo2631	50S ribosomal protein L4	0.376812
UC14-IgG-pos_S89	leuS	lmo1660	leucyl-tRNA synthetase	0.371939
UC14-IgG-pos_S89	rpsM	lmo2608	30S ribosomal protein S13	0.352617
UC14-IgG-pos_S89	rpsN	lmo2619	30S ribosomal protein S14	0.338798
UC14-IgG-pos_S89		lmo1853	heavy metal-transporting ATPase	0.329715
UC14-IgG-pos_S89	rpsP	lmo1797	30S ribosomal protein S16	0.292593
UC14-IgG-pos_S89		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.239754
UC14-IgG-pos_S89		lmo0107	ABC transporter ATP-binding protein	0.239460
UC14-IgG-pos_S89	rplL	lmo0251	50S ribosomal protein L7/L12	0.188889
UC14-IgG-pos_S89	rplV	lmo2627	50S ribosomal protein L22	0.186441
UC14-IgG-pos_S89		lmo0866	ATP-dependent RNA helicase	0.174359
UC14-IgG-pos_S89		lmo2215	ABC transporter ATP-binding protein	0.173333
UC14-IgG-pos_S89	rpsL	lmo2656	30S ribosomal protein S12	0.160584
UC14-IgG-pos_S89		lmo2159	oxidoreductase	0.130850
UC14-IgG-pos_S89		lmo2434	glutamate decarboxylase	0.125625
UC14-IgG-pos_S89		lmo1027	hypothetical protein	0.124324
UC14-IgG-pos_S89	rplF	lmo2617	50S ribosomal protein L6	0.123595
UC14-IgG-pos_S89	rplW	lmo2630	50S ribosomal protein L23	0.113475
UC14-IgG-pos_S89	purA	lmo0055	adenylosuccinate synthetase	0.103876
UC14-IgG-pos_S89	ftsH	lmo0220	cell division protein FtsH	0.102750
UC14-IgG-pos_S89	pnpA	lmo1331	polynucleotide phosphorylase	0.100507
UC14-IgG-pos_S89		lmo0284	ABC transporter ATP-binding protein	0.092702
UC14-IgG-pos_S89	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.086380
UC14-IgG-pos_S89	prfC	lmo0988	peptide chain release factor 3	0.084930
UC14-IgG-pos_S89	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.076048
UC14-IgG-pos_S89	infB	lmo1325	translation initiation factor IF-2	0.039367
UC14-IgG-pos_S89	groEL	lmo2068	molecular chaperone GroEL	0.025215
UC14-IgG-pos_S89		lmo2848	L-rhamnose isomerase	0.020635
UC14-IgG-pos_S89	polC	lmo1320	DNA polymerase III PolC	0.019621
UC14-IgG-pos_S89		lmo0292	heat-shock protein htrA serine protease	0.017333
UC14-IgG-pos_S89		lmo1097	integrase	0.002500
UC15-IgG-neg_S90	tuf	lmo2653	elongation factor Tu	0.977215
UC15-IgG-neg_S90	rplB	lmo2629	50S ribosomal protein L2	0.412756
UC15-IgG-neg_S90	rpmA	lmo1540	50S ribosomal protein L27	0.343750
UC15-IgG-neg_S90	rplA	lmo0249	50S ribosomal protein L1	0.328966
UC15-IgG-neg_S90	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.316262
UC15-IgG-neg_S90	rpsB	lmo1658	30S ribosomal protein S2	0.299866
UC15-IgG-neg_S90		lmo1097a	hypothetical protein	0.217172
UC15-IgG-neg_S90	rpsS	lmo2628	30S ribosomal protein S19	0.181159
UC15-IgG-neg_S90	fus	lmo2654	elongation factor G	0.149161
UC15-IgG-neg_S90	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.140212
UC15-IgG-neg_S90	pflB	lmo1406	pyruvate formate-lyase	0.108120
UC15-IgG-neg_S90	pgk	lmo2458	phosphoglycerate kinase	0.090909
UC15-IgG-neg_S90	gatA	lmo1755	aspartyl/glutamyl-tRNA amidotransferase subunit A	0.082816
UC15-IgG-neg_S90	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.065315
UC15-IgG-neg_S90	tsf	lmo1657	elongation factor Ts	0.056689
UC15-IgG-neg_S90	leuS	lmo1660	leucyl-tRNA synthetase	0.048153
UC15-IgG-neg_S90	parA	lmo2791	partition protein, ParA-like protein	0.040843
UC15-IgG-neg_S90	prfC	lmo0988	peptide chain release factor 3	0.037676
UC15-IgG-neg_S90		lmo1875	ABC transporter ATP-binding protein	0.035450
UC15-IgG-neg_S90	clpX	lmo1268	ATP-dependent protease ATP-binding subunit ClpX	0.033413
UC15-IgG-neg_S90		lmo1081	glucose-1-phosphate thymidyl transferase	0.032407
UC15-IgG-neg_S90		lmo1106	hypothetical protein	0.026961
UC15-IgG-neg_S90		lmo1376	6-phosphogluconate dehydrogenase	0.024717
UC15-IgG-neg_S90	polC	lmo1320	DNA polymerase III PolC	0.019621
UC15-IgG-neg_S90	clpC	lmo0232	endopeptidase Clp ATP-binding chain C	0.016260
UC15-IgG-pos_S91	rpmJ	lmo2609	50S ribosomal protein L36	26.981981
UC15-IgG-pos_S91	tuf	lmo2653	elongation factor Tu	22.169621
UC15-IgG-pos_S91	rplB	lmo2629	50S ribosomal protein L2	12.066185
UC15-IgG-pos_S91	rpsS	lmo2628	30S ribosomal protein S19	8.554348
UC15-IgG-pos_S91		lmo1097a	hypothetical protein	7.237374
UC15-IgG-pos_S91	rplA	lmo0249	50S ribosomal protein L1	6.978166
UC15-IgG-pos_S91	rpmA	lmo1540	50S ribosomal protein L27	5.506945
UC15-IgG-pos_S91	rpsJ	lmo2633	30S ribosomal protein S10	5.088235
UC15-IgG-pos_S91	rpsB	lmo1658	30S ribosomal protein S2	5.068273
UC15-IgG-pos_S91	fus	lmo2654	elongation factor G	4.401918
UC15-IgG-pos_S91	atpA	lmo2531	ATP synthase F0F1 subunit alpha	3.468254
UC15-IgG-pos_S91		lmo2511	hypothetical protein	2.538324
UC15-IgG-pos_S91		lmo1391	sugar ABC transporter permease	2.268987
UC15-IgG-pos_S91	dnaK	lmo1473	molecular chaperone DnaK	2.237085
UC15-IgG-pos_S91	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.798450
UC15-IgG-pos_S91	tsf	lmo1657	elongation factor Ts	1.708617
UC15-IgG-pos_S91	rpsP	lmo1797	30S ribosomal protein S16	1.648148
UC15-IgG-pos_S91	rpsH	lmo2618	30S ribosomal protein S8	1.613636
UC15-IgG-pos_S91	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.611860
UC15-IgG-pos_S91		lmo2703	hypothetical protein	1.415873
UC15-IgG-pos_S91	pgk	lmo2458	phosphoglycerate kinase	1.356902
UC15-IgG-pos_S91		lmo1978	glucose-6-phosphate 1-dehydrogenase	1.048880
UC15-IgG-pos_S91	pflB	lmo1406	pyruvate formate-lyase	0.955137
UC15-IgG-pos_S91	eno	lmo2455	phosphopyruvate hydratase	0.942636
UC15-IgG-pos_S91	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.866071
UC15-IgG-pos_S91	leuS	lmo1660	leucyl-tRNA synthetase	0.698630
UC15-IgG-pos_S91	groES	lmo2069	co-chaperonin GroES	0.617021
UC15-IgG-pos_S91		lmo1875	ABC transporter ATP-binding protein	0.504233
UC15-IgG-pos_S91	rplK	lmo0248	50S ribosomal protein L11	0.397163
UC15-IgG-pos_S91	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.389356
UC15-IgG-pos_S91		lmo1853	heavy metal-transporting ATPase	0.381728
UC15-IgG-pos_S91	rpsM	lmo2608	30S ribosomal protein S13	0.352617
UC15-IgG-pos_S91		lmo2411	hypothetical protein	0.349856
UC15-IgG-pos_S91	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.331081
UC15-IgG-pos_S91	rplF	lmo2617	50S ribosomal protein L6	0.320225
UC15-IgG-pos_S91	rpsN	lmo2619	30S ribosomal protein S14	0.300546
UC15-IgG-pos_S91	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.221204
UC15-IgG-pos_S91		lmo2689a	hypothetical protein	0.218254
UC15-IgG-pos_S91	prfC	lmo0988	peptide chain release factor 3	0.213282
UC15-IgG-pos_S91		lmo2215	ABC transporter ATP-binding protein	0.181333
UC15-IgG-pos_S91	recR	lmo2702	recombination protein RecR	0.178451
UC15-IgG-pos_S91		lmo1067	GTP-binding elongation factor	0.138889
UC15-IgG-pos_S91	rplD	lmo2631	50S ribosomal protein L4	0.133655
UC15-IgG-pos_S91		lmo0107	ABC transporter ATP-binding protein	0.124227
UC15-IgG-pos_S91	polC	lmo1320	DNA polymerase III PolC	0.109649
UC15-IgG-pos_S91	rpsQ	lmo2623	30S ribosomal protein S17	0.099617
UC15-IgG-pos_S91	ftsH	lmo0220	cell division protein FtsH	0.076700
UC15-IgG-pos_S91	pnpA	lmo1331	polynucleotide phosphorylase	0.070078
UC15-IgG-pos_S91	infB	lmo1325	translation initiation factor IF-2	0.053060
UC15-IgG-pos_S91	groEL	lmo2068	molecular chaperone GroEL	0.047970
UC15-IgG-pos_S91		lmo1376	6-phosphogluconate dehydrogenase	0.045904
UC15-IgG-pos_S91		lmo2434	glutamate decarboxylase	0.037830
UC15-IgG-pos_S91		lmo1027	hypothetical protein	0.036036
UC15-IgG-pos_S91		lmo1799	peptidoglycan binding protein	0.031008
UC15-IgG-pos_S91		lmo0866	ATP-dependent RNA helicase	0.024359
UC15-IgG-pos_S91	uvrC	lmo1234	excinuclease ABC subunit C	0.022665
UC15-IgG-pos_S91	secA	lmo2510	preprotein translocase subunit SecA	0.022302
UC15-IgG-pos_S91	pgi	lmo2367	glucose-6-phosphate isomerase	0.020000
UC15-IgG-pos_S91	rplW	lmo2630	50S ribosomal protein L23	0.017730
